trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20250828,603986.SH,160.77,165.56,158.78,164.21,158.4,5.82,3.6689,494328.31,8027959.133
20250829,603986.SH,161.57,161.77,156.17,158.75,164.21,-5.47,-3.3262,398005.86,6325048.099
20250901,603986.SH,163.87,174.63,156.77,174.63,158.75,15.9,10.0013,612797.12,10223340.506
20250902,603986.SH,179.02,187.73,172.8,175.74,174.63,1.12,0.6404,762852.37,13736024.58
20250903,603986.SH,176.0,177.47,168.31,170.84,175.74,-4.91,-2.7898,441275.98,7587032.736
20250904,603986.SH,168.75,170.82,153.76,153.76,170.84,-17.11,-10.0006,454980.53,7284233.85
20250905,603986.SH,149.78,163.75,145.59,159.33,153.76,5.58,3.6238,699487.7,10700137.153
20250908,603986.SH,161.7,168.75,158.92,163.59,159.33,4.27,2.6761,523714.75,8602671.849
20250909,603986.SH,160.77,162.56,154.4,156.92,163.59,-6.68,-4.0774,327320.34,5191824.525
20250910,603986.SH,156.91,163.01,155.47,161.06,156.92,4.14,2.6344,334656.97,5358368.655
20250911,603986.SH,161.03,177.16,159.77,177.16,161.06,16.13,10.0006,554423.95,9422962.073
20250912,603986.SH,179.73,194.88,177.24,189.93,177.16,12.79,7.2089,710357.04,13432520.618
20250915,603986.SH,193.23,194.22,186.35,190.66,189.93,0.73,0.3838,495483.07,9469855.424
20250916,603986.SH,188.73,196.51,186.62,188.89,190.66,-1.78,-0.9322,408562.21,7810240.314
20250917,603986.SH,188.72,192.3,182.7,186.33,188.89,-2.56,-1.3534,339245.37,6358605.811
20250918,603986.SH,189.12,200.56,186.53,190.6,186.33,4.28,2.2937,590410.52,11381851.203
20250919,603986.SH,194.03,195.6,184.64,184.93,190.6,-5.68,-2.9757,371918.21,7051277.593
20250922,603986.SH,188.61,197.8,186.01,194.73,184.93,9.81,5.297,411977.69,8002507.023
20250923,603986.SH,195.72,201.3,188.42,193.79,194.73,-0.94,-0.482,399945.66,7780830.608
20250924,603986.SH,194.32,207.93,192.72,199.51,193.79,5.73,2.9525,507020.69,10165505.184
20250925,603986.SH,198.71,204.2,192.82,197.12,199.51,-2.39,-1.1962,404275.91,8001322.068
20250926,603986.SH,195.73,205.72,189.93,189.93,197.12,-7.2,-3.6472,435200.85,8650850.074
20250929,603986.SH,196.22,203.33,194.82,196.84,189.93,6.92,3.6381,434877.98,8628937.828
20250930,603986.SH,204.04,216.53,202.71,212.99,196.84,16.17,8.2027,597864.99,12672064.936
20251009,603986.SH,221.68,234.29,218.28,225.16,212.99,12.19,5.715,585389.77,13293421.697
20251010,603986.SH,225.17,230.17,211.81,214.71,225.16,-10.47,-4.6432,443030.98,9636636.022
20251013,603986.SH,201.21,214.59,201.21,207.55,214.71,-7.17,-3.3346,424815.14,8843113.207
20251014,603986.SH,215.14,220.21,192.72,195.72,207.55,-11.85,-5.7012,522017.8,10762183.994
20251015,603986.SH,195.27,202.11,186.14,201.72,195.72,6.01,3.0663,390442.31,7587280.731
20251016,603986.SH,201.15,214.49,198.24,207.83,201.72,6.12,3.0296,458666.18,9577597.463
20251017,603986.SH,207.82,211.19,200.71,200.92,207.83,-6.92,-3.3248,329357.84,6777034.048
20251020,603986.SH,207.43,214.69,202.74,208.05,200.92,7.14,3.5485,367244.06,7696246.687
20251021,603986.SH,210.69,221.68,209.36,218.69,208.05,10.66,5.1164,405117.22,8794154.72
20251022,603986.SH,213.69,213.69,205.0,210.62,218.69,-8.08,-3.6893,371829.52,7766034.297
20251023,603986.SH,205.68,207.8,200.1,206.66,210.62,-3.97,-1.8821,274058.48,5585482.986
20251024,603986.SH,213.69,221.56,211.69,220.76,206.66,14.12,6.8226,450618.12,9805113.356
20251027,603986.SH,229.67,242.84,222.51,242.84,220.76,22.11,10.0009,520916.18,12070372.38
20251028,603986.SH,236.16,254.07,234.24,246.59,242.84,3.76,1.5461,527296.42,12909959.81
20251029,603986.SH,246.6,252.26,235.66,240.8,246.59,-5.8,-2.3487,503744.63,12221563.111
20251030,603986.SH,245.88,246.64,231.44,231.66,240.8,-9.15,-3.7943,433654.43,10345840.392
20251031,603986.SH,230.67,234.34,215.69,219.68,231.66,-12.0,-5.1724,492428.82,10882575.346
20251103,603986.SH,216.69,230.35,216.35,229.77,219.68,10.1,4.5909,462613.49,10367480.649
20251104,603986.SH,230.67,230.88,222.18,224.66,229.77,-5.11,-2.2208,293367.81,6624358.513
20251105,603986.SH,212.69,220.17,210.64,218.07,224.66,-6.6,-2.9335,335131.45,7203205.727
20251106,603986.SH,224.17,227.67,221.93,226.87,218.07,8.81,4.0341,343346.7,7753801.39
20251107,603986.SH,222.36,227.56,219.23,220.63,226.87,-6.25,-2.7509,278989.18,6232949.914
20251110,603986.SH,228.16,231.11,212.19,218.64,220.63,-1.99,-0.9007,385832.23,8553969.468
20251111,603986.SH,223.28,226.68,216.4,216.68,218.64,-1.97,-0.8997,341924.9,7601312.659
20251112,603986.SH,212.69,218.26,206.71,209.2,216.68,-7.49,-3.4518,349523.08,7391713.965
20251113,603986.SH,211.69,230.12,211.57,227.17,209.2,18.0,8.5919,626638.58,14161665.405
20251114,603986.SH,215.69,216.18,205.48,205.48,227.17,-21.72,-9.5473,548633.27,11531317.142
20251117,603986.SH,207.51,214.43,206.06,207.2,205.48,1.72,0.8358,335060.74,7029315.417
20251118,603986.SH,204.98,207.28,201.28,202.21,207.2,-5.0,-2.4096,274378.46,5596610.403
20251119,603986.SH,199.96,205.2,198.74,202.23,202.21,0.02,0.0099,238818.63,4835263.416
20251120,603986.SH,207.2,207.7,198.37,198.81,202.23,-3.42,-1.6887,217605.35,4376548.543
20251121,603986.SH,188.73,190.29,182.25,182.25,198.81,-16.59,-8.3325,404416.09,7512795.79
20251124,603986.SH,183.48,184.48,175.74,178.92,182.25,-3.33,-1.8246,340499.49,6102558.863
20251125,603986.SH,184.73,191.32,183.92,190.34,178.92,11.44,6.3846,364021.47,6845489.696
20251126,603986.SH,186.74,198.59,186.53,196.22,190.34,5.88,3.0847,297685.3,5796501.768
20251127,603986.SH,198.59,207.7,198.59,200.57,196.22,4.36,2.2188,319731.75,6535638.163
20251128,603986.SH,198.71,204.05,196.37,202.71,200.57,2.14,1.0654,215652.25,4334514.87
20251201,603986.SH,203.74,215.14,200.91,212.51,202.71,9.82,4.8374,382670.03,8001361.362
20251202,603986.SH,211.47,216.48,207.8,210.19,212.51,-2.32,-1.0901,249243.69,5283394.789
20251203,603986.SH,210.11,210.68,205.89,207.3,210.19,-2.9,-1.3777,170708.13,3550298.44
20251204,603986.SH,205.7,212.67,201.7,210.1,207.3,2.81,1.3536,247007.26,5130378.877
20251205,603986.SH,210.61,210.69,205.2,206.51,210.1,-3.6,-1.7109,169817.36,3517459.255
20251208,603986.SH,208.32,216.66,207.23,213.58,206.51,7.08,3.4234,311307.02,6624931.659
20251209,603986.SH,211.69,214.99,209.0,210.64,213.58,-2.94,-1.3745,210585.96,4464451.196
20251210,603986.SH,208.79,209.9,203.2,208.54,210.64,-2.11,-1.0002,191810.21,3972447.948
20251211,603986.SH,211.57,212.69,207.2,207.51,208.54,-1.03,-0.4932,188246.03,3953045.79
20251212,603986.SH,205.7,214.13,203.71,209.59,207.51,2.08,1.0009,215033.84,4488267.448
20251215,603986.SH,204.72,208.38,203.2,203.86,209.59,-5.73,-2.73,175069.42,3589589.515
20251216,603986.SH,202.71,205.16,195.85,197.57,203.86,-6.3,-3.0858,204824.72,4078991.501
20251217,603986.SH,196.72,202.58,195.67,201.89,197.57,4.32,2.1834,190501.58,3802859.059
20251218,603986.SH,203.2,218.56,203.2,214.14,201.89,12.27,6.0688,418524.71,8887246.199
20251219,603986.SH,219.68,220.68,207.9,209.91,214.14,-4.24,-1.9772,332394.8,7034876.943
20251222,603986.SH,213.2,219.18,213.2,216.15,209.91,6.25,2.9732,253700.57,5485534.765
20251223,603986.SH,216.68,221.01,214.69,217.06,216.15,0.92,0.425,254297.87,5543292.842
20251224,603986.SH,219.68,224.67,215.89,223.78,217.06,6.72,3.0914,298409.62,6590470.884
20251225,603986.SH,222.68,228.5,217.01,221.68,223.78,-2.1,-0.9371,259400.49,5752598.105
20251226,603986.SH,220.68,229.67,219.68,226.64,221.68,4.97,2.2387,296631.27,6722806.56
20251229,603986.SH,225.38,234.1,224.67,227.6,226.64,0.96,0.423,296019.01,6772169.788
20251230,603986.SH,225.67,229.21,218.78,219.9,227.6,-7.71,-3.3826,271609.88,6063612.93
20251231,603986.SH,227.68,228.55,212.27,213.94,219.9,-5.97,-2.7109,354571.19,7741087.427
20260105,603986.SH,221.0,235.34,220.68,235.34,213.94,21.43,10.0023,499283.82,11560778.68
20260106,603986.SH,237.65,252.96,233.66,250.42,235.34,15.1,6.407,507535.5,12310629.498
20260107,603986.SH,269.61,273.37,256.41,262.12,250.42,11.72,4.6734,545161.79,14443385.679
20260108,603986.SH,258.62,266.61,256.54,258.37,262.12,-3.75,-1.4286,314109.13,8210508.185
20260109,603986.SH,254.18,254.18,243.97,249.69,258.37,-8.7,-3.3623,395238.31,9873211.263
20260112,603986.SH,254.85,263.66,253.63,261.45,249.69,11.78,4.7111,403813.07,10435793.484
20260113,603986.SH,265.61,274.6,257.12,263.12,261.45,1.67,0.6378,461517.76,12238674.369
20260114,603986.SH,269.61,270.61,248.69,252.63,263.12,-10.5,-3.9848,447321.34,11546200.174
20260115,603986.SH,249.25,257.18,247.84,254.59,252.63,1.96,0.7747,283898.37,7180430.118
20260116,603986.SH,259.65,280.05,257.13,280.05,254.59,25.5,10.0016,553362.13,15020119.557
20260119,603986.SH,280.19,291.58,278.48,288.03,280.05,7.99,2.8489,463229.95,13241198.626
20260120,603986.SH,282.49,296.67,282.47,291.58,288.03,3.55,1.2307,389782.32,11377429.957
20260121,603986.SH,294.57,314.34,292.59,307.2,291.58,15.65,5.3596,404653.97,12395709.223
20260122,603986.SH,319.54,319.56,296.27,301.03,307.2,-6.18,-2.0088,450616.97,13710967.282
20260123,603986.SH,295.57,310.23,294.57,296.82,301.03,-4.22,-1.3998,349379.69,10491781.699
20260126,603986.SH,299.57,307.55,290.08,292.18,296.82,-4.65,-1.5643,272674.78,8059039.738
20260127,603986.SH,289.58,311.97,286.25,306.81,292.18,14.66,5.0103,380043.68,11465752.144
20260128,603986.SH,313.42,328.1,313.42,323.21,306.81,16.42,5.344,377179.92,12160363.682
20260129,603986.SH,329.4,330.59,306.54,307.05,323.21,-16.18,-4.9988,334245.81,10593801.175
20260130,603986.SH,314.54,320.41,307.56,314.42,307.05,7.38,2.4,376199.44,11864831.688
20260202,603986.SH,300.36,305.65,282.98,282.98,314.42,-31.49,-10.0006,416288.29,12094639.949
20260203,603986.SH,293.58,296.17,284.79,292.15,282.98,9.18,3.2394,302213.54,8812712.425
20260204,603986.SH,285.58,289.08,278.6,281.92,292.15,-10.24,-3.5,270957.63,7646576.014
20260205,603986.SH,269.55,279.11,267.82,277.34,281.92,-4.59,-1.6258,229053.52,6300761.896
20260206,603986.SH,270.61,280.1,267.81,275.77,277.34,-1.57,-0.5653,186267.14,5136089.771
20260209,603986.SH,283.56,294.01,279.79,292.56,275.77,16.81,6.0868,283055.21,8148122.681
20260210,603986.SH,286.71,291.08,283.76,289.48,292.56,-3.08,-1.0513,215965.54,6225459.477
20260211,603986.SH,284.59,286.08,280.09,284.18,289.48,-5.31,-1.8317,173415.5,4922177.744
20260212,603986.SH,290.08,304.56,284.59,302.8,284.18,18.65,6.5533,300674.34,8842653.413
20260213,603986.SH,302.8,317.14,300.56,308.25,302.8,5.46,1.8006,299253.71,9335277.999
20260224,603986.SH,317.04,330.68,310.55,322.58,308.25,14.35,4.6485,302545.4,9709224.737
20260225,603986.SH,315.54,316.55,301.52,310.87,322.58,-11.73,-3.631,285728.01,8846026.25
20260226,603986.SH,315.54,315.54,305.61,308.95,310.87,-1.92,-0.6167,231052.85,7169784.208
20260227,603986.SH,303.06,305.56,296.26,299.57,308.95,-9.4,-3.0381,220968.92,6629753.921
20260302,603986.SH,290.45,299.55,290.13,292.73,299.57,-6.85,-2.2833,185132.28,5453801.345
20260303,603986.SH,294.57,295.67,272.19,272.49,292.73,-20.26,-6.9111,333293.65,9356849.949
20260304,603986.SH,272.49,289.58,272.49,278.67,272.49,6.18,2.2646,326916.32,9250036.179
20260305,603986.SH,287.74,289.46,279.82,282.39,278.67,3.73,1.3366,255299.73,7288806.325
20260306,603986.SH,277.5,288.46,277.16,284.58,282.39,2.19,0.7744,208575.77,5931718.814
20260309,603986.SH,272.6,277.3,263.62,275.69,284.58,-8.9,-3.1229,283545.65,7649552.153
20260310,603986.SH,283.69,286.08,280.77,285.03,275.69,9.35,3.3866,233537.42,6640032.786
20260311,603986.SH,287.62,290.41,280.91,281.12,285.03,-3.91,-1.3698,216498.69,6176121.565
20260312,603986.SH,279.42,283.42,272.04,274.38,281.12,-6.75,-2.3976,172327.47,4768478.191
20260313,603986.SH,270.39,285.26,270.39,277.93,274.38,3.55,1.2919,226137.49,6301123.525
20260316,603986.SH,279.59,305.72,276.6,305.72,277.93,27.83,9.9989,462735.64,13600507.644
20260317,603986.SH,306.06,312.55,295.45,295.57,305.72,-10.16,-3.3185,390000.85,11825489.341
20260318,603986.SH,304.66,313.23,301.56,310.8,295.57,15.25,5.152,420513.52,12995566.647
20260319,603986.SH,299.57,309.26,296.57,303.24,310.8,-7.57,-2.4321,312145.67,9443689.781
20260320,603986.SH,305.11,306.26,289.58,289.78,303.24,-13.48,-4.4389,312536.44,9259119.964
20260323,603986.SH,276.6,282.47,270.61,272.95,289.78,-16.85,-5.8063,282141.91,7806213.396
20260324,603986.SH,277.59,277.6,256.51,273.31,272.95,0.36,0.1317,336914.68,8936300.507
20260325,603986.SH,274.75,285.39,274.74,278.0,273.31,4.69,1.7135,283762.75,7947975.811
20260326,603986.SH,267.61,268.31,259.62,261.62,278.0,-16.4,-5.8908,350773.07,9217935.594
20260327,603986.SH,248.62,259.8,239.9,258.29,261.62,-3.34,-1.2748,289773.43,7291597.265
20260330,603986.SH,251.63,259.16,249.67,255.48,258.29,-2.81,-1.0864,214696.45,5470168.275
20260331,603986.SH,249.54,251.63,236.52,237.75,255.48,-17.75,-6.9377,427623.34,10377669.656
20260401,603986.SH,249.64,255.73,243.35,254.63,237.75,16.9,7.0979,387957.83,9693139.251
20260402,603986.SH,257.49,259.42,245.24,246.63,254.63,-8.01,-3.1412,252974.31,6367107.416
20260403,603986.SH,250.63,254.23,247.14,248.74,246.63,2.11,0.8543,197471.97,4948392.995
20260407,603986.SH,252.73,255.59,248.45,249.3,248.74,0.56,0.2248,198471.58,5011332.74
20260408,603986.SH,249.75,256.59,242.73,255.59,249.3,6.3,2.5234,753325.37,18866761.51
20260409,603986.SH,249.64,253.12,243.55,250.13,255.59,-5.47,-2.1371,444682.57,11053684.068
20260410,603986.SH,255.12,267.93,254.87,264.71,250.13,14.6,5.8286,534766.82,14080294.764
20260413,603986.SH,260.62,269.45,260.52,261.76,264.71,-2.95,-1.1128,412420.92,10896229.97
20260414,603986.SH,269.11,280.82,266.0,279.6,261.76,17.87,6.817,466205.21,12861207.284
20260415,603986.SH,284.59,287.23,271.59,273.6,279.6,-6.01,-2.1464,396972.6,11071707.52
20260416,603986.SH,269.71,286.58,268.2,286.31,273.6,12.73,4.646,409336.72,11431621.262
20260417,603986.SH,283.59,295.23,282.49,288.54,286.31,2.23,0.7777,406321.12,11768331.454
20260420,603986.SH,292.58,295.53,286.7,290.12,288.54,1.58,0.5468,325642.8,9489709.816
20260421,603986.SH,290.38,308.55,287.83,305.83,290.12,15.73,5.4141,425834.06,12827436.178
20260422,603986.SH,303.06,314.12,302.07,313.52,305.83,7.71,2.5174,341661.95,10559646.646
20260423,603986.SH,325.54,325.55,301.46,304.36,313.52,-9.18,-2.9238,441997.3,13709630.158
20260424,603986.SH,304.56,309.55,292.39,297.27,304.36,-7.1,-2.3294,349105.37,10436275.525
20260427,603986.SH,301.15,309.13,297.32,302.98,297.27,5.72,1.9214,316354.78,9594446.068
20260428,603986.SH,304.56,318.87,301.58,307.05,302.98,4.08,1.3447,367942.94,11421765.607
20260429,603986.SH,302.57,311.21,296.57,308.44,307.05,1.39,0.452,419199.8,12787874.125
20260430,603986.SH,319.54,320.53,306.04,312.54,308.44,4.1,1.3273,587965.14,18516847.87
20260506,603986.SH,329.52,343.79,329.52,343.79,312.54,31.3,10.0003,423425.5,14465204.492
20260507,603986.SH,346.5,356.84,338.51,349.65,343.79,5.87,1.705,523878.82,18174549.786
20260508,603986.SH,340.51,342.8,331.32,333.62,349.65,-16.06,-4.5865,440832.73,14821436.654
20260511,603986.SH,349.59,366.98,346.51,361.6,333.62,28.03,8.3897,575079.07,20673848.905
20260512,603986.SH,361.61,361.67,348.69,353.04,361.6,-8.58,-2.3693,405595.51,14360590.982
20260513,603986.SH,343.5,366.18,338.84,364.47,353.04,11.45,3.2386,484982.84,17127399.574
20260514,603986.SH,364.52,372.96,354.48,355.67,364.47,-8.81,-2.4137,408364.64,14829461.848
20260515,603986.SH,352.49,383.44,344.98,374.8,355.67,19.15,5.3763,624368.11,22792196.753
20260518,603986.SH,407.99,412.27,395.77,399.42,374.8,24.66,6.57,687984.34,27876373.984
20260519,603986.SH,389.43,409.41,379.47,403.97,399.42,4.56,1.14,553101.11,21805396.34
20260520,603986.SH,407.41,444.37,407.21,444.37,403.97,40.46,10.001,610125.55,26523529.101
20260521,603986.SH,444.37,464.16,426.71,431.27,444.37,-13.12,-2.9482,632397.68,28199401.936
20260522,603986.SH,447.35,472.3,438.36,468.06,431.27,36.84,8.5298,637968.89,28932072.443
20260525,603986.SH,477.42,514.86,460.33,514.85,468.06,46.86,9.997,593614.11,29387713.836
20260526,603986.SH,509.26,537.24,490.49,525.46,514.1,11.37,2.2084,643383.92,33017657.438
20260527,603986.SH,540.22,552.02,499.28,513.43,525.46,-12.04,-2.288,667260.41,35341222.581
20260528,603986.SH,494.28,498.78,469.32,482.3,513.43,-31.18,-6.064,623792.2,30240489.779
20260529,603986.SH,491.95,495.28,464.24,466.33,482.3,-15.99,-3.3106,558125.42,26715074.211
20260601,603986.SH,475.31,489.25,454.34,467.32,466.33,0.99,0.212,521586.48,24676174.086
20260602,603986.SH,471.0,480.66,448.11,474.69,468.0,6.69,1.4295,490192.77,23013728.744
20260603,603986.SH,478.89,510.0,477.0,492.23,474.69,17.54,3.695,581929.78,28838934.89
20260604,603986.SH,487.05,538.0,485.01,529.31,492.23,37.08,7.5331,563350.88,29302244.793
20260605,603986.SH,507.0,519.8,484.9,488.0,529.31,-41.31,-7.8045,547135.42,27565110.091
20260608,603986.SH,461.11,490.7,451.0,474.01,488.0,-13.99,-2.8668,434474.74,20573934.017
20260609,603986.SH,493.0,502.88,477.03,500.5,474.01,26.49,5.5885,419683.33,20592669.384
20260610,603986.SH,489.11,497.26,475.65,480.84,500.5,-19.66,-3.9281,329972.1,15988381.63
20260611,603986.SH,480.52,486.0,471.0,483.5,480.84,2.66,0.5532,296991.43,14211235.696
20260612,603986.SH,508.0,510.0,481.0,481.47,483.5,-2.03,-0.4199,407085.44,20201561.53
20260615,603986.SH,494.97,519.0,476.66,518.0,481.47,36.53,7.5872,475784.48,23934989.159
20260616,603986.SH,526.0,542.84,517.71,532.76,518.0,14.76,2.8494,427785.07,22673887.613
20260617,603986.SH,521.0,586.04,521.0,586.04,532.76,53.28,10.0008,568000.3,31598894.526
20260618,603986.SH,594.0,644.64,586.6,629.0,586.04,42.96,7.3306,591573.18,37016387.91
20260622,603986.SH,643.0,689.7,635.0,689.7,629.0,60.7,9.6502,525830.95,34699907.688
20260623,603986.SH,680.0,688.8,636.0,640.99,689.7,-48.71,-7.0625,592913.79,39089605.51
20260624,603986.SH,641.0,705.09,630.93,705.09,640.99,64.1,10.0002,598219.31,39944848.281
20260625,603986.SH,740.0,775.39,735.0,775.21,705.09,70.12,9.9448,508678.36,38432771.374
20260626,603986.SH,753.0,779.0,732.52,770.0,775.21,-5.21,-0.6721,493925.62,37418302.893
20260629,603986.SH,779.0,846.66,750.0,840.0,770.0,70.0,9.0909,541208.83,43149934.642
20260630,603986.SH,810.0,833.0,781.11,815.0,840.0,-25.0,-2.9762,449646.79,36399346.133
20260701,603986.SH,803.0,843.38,753.0,772.01,815.0,-42.99,-5.2748,539702.17,43202850.798
20260702,603986.SH,721.0,731.99,694.81,694.81,772.01,-77.2,-9.9999,452436.41,32120680.671
20260703,603986.SH,672.54,717.66,642.35,677.77,694.81,-17.04,-2.4525,623522.15,42673730.269
