trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20250812,301275.SZ,57.50,57.55,56.56,57.41,57.43,-0.02,-0.0348,14759.32,84272.832
20250813,301275.SZ,57.17,57.87,57.05,57.66,57.41,0.25,0.4355,18495.22,106561.758
20250814,301275.SZ,58.50,59.99,57.39,57.40,57.66,-0.26,-0.4509,52669.59,309800.861
20250815,301275.SZ,56.93,59.35,56.90,59.29,57.40,1.89,3.2927,39935.19,233360.856
20250818,301275.SZ,59.33,60.45,59.33,59.70,59.29,0.41,0.6915,37418.81,224379.606
20250819,301275.SZ,59.95,59.95,58.66,59.50,59.70,-0.2,-0.335,30916.0,182906.299
20250820,301275.SZ,59.59,59.76,58.81,59.40,59.50,-0.1,-0.1681,26861.98,159192.476
20250821,301275.SZ,59.25,59.76,58.00,58.66,59.40,-0.74,-1.2458,28999.9,170568.27
20250822,301275.SZ,58.56,59.26,58.45,58.70,58.66,0.04,0.0682,24796.6,145670.97
20250825,301275.SZ,58.72,59.80,58.18,59.22,58.70,0.52,0.8859,35340.72,208348.288
20250826,301275.SZ,58.00,58.99,57.51,58.46,59.22,-0.76,-1.2834,34224.24,199191.828
20250827,301275.SZ,58.45,60.36,57.68,57.73,58.46,-0.73,-1.2487,48408.99,286590.662
20250828,301275.SZ,57.56,58.28,55.85,58.07,57.73,0.34,0.5889,38708.75,221686.811
20250829,301275.SZ,58.00,58.05,56.90,57.00,58.07,-1.07,-1.8426,22803.56,131113.306
20250901,301275.SZ,57.01,57.86,56.72,57.12,57.00,0.12,0.2105,18106.0,103523.598
20250902,301275.SZ,57.15,57.39,54.61,55.10,57.12,-2.02,-3.5364,32225.07,179314.831
20250903,301275.SZ,54.97,56.00,54.50,54.89,55.10,-0.21,-0.3811,19836.95,109875.196
20250904,301275.SZ,54.94,55.41,53.38,53.92,54.89,-0.97,-1.7672,19119.49,103698.894
20250905,301275.SZ,54.03,54.94,53.80,54.92,53.92,1.0,1.8546,14294.59,77868.832
20250908,301275.SZ,54.85,55.32,54.65,55.15,54.92,0.23,0.4188,14610.67,80325.493
20250909,301275.SZ,55.00,55.20,54.16,54.53,55.15,-0.62,-1.1242,12771.05,69797.839
20250910,301275.SZ,54.45,54.80,53.88,54.12,54.53,-0.41,-0.7519,10851.88,58887.819
20250911,301275.SZ,53.68,54.91,53.31,54.91,54.12,0.79,1.4597,24860.24,134779.89
20250912,301275.SZ,54.66,54.99,53.82,54.11,54.91,-0.8,-1.4569,22311.76,121500.601
20250915,301275.SZ,54.11,54.36,53.53,53.59,54.11,-0.52,-0.961,14967.8,80401.385
20250916,301275.SZ,53.62,54.53,53.50,54.48,53.59,0.89,1.6608,17455.97,94345.233
20250917,301275.SZ,54.40,54.75,54.08,54.48,54.48,0.0,0.0,12481.72,67948.612
20250918,301275.SZ,55.31,55.73,53.90,54.05,54.48,-0.43,-0.7893,36261.92,199422.03
20250919,301275.SZ,54.60,56.79,54.33,56.17,54.05,2.12,3.9223,56968.57,316841.291
20250922,301275.SZ,56.32,56.74,55.09,55.57,56.17,-0.6,-1.0682,34217.6,190914.056
20250923,301275.SZ,56.12,56.14,54.78,56.11,55.57,0.54,0.9717,31016.5,172482.507
20250924,301275.SZ,56.01,56.35,55.55,56.18,56.11,0.07,0.1248,23995.44,134414.31
20250925,301275.SZ,55.97,56.00,55.19,55.27,56.18,-0.91,-1.6198,23272.73,129181.344
20250926,301275.SZ,55.02,55.83,54.50,54.50,55.27,-0.77,-1.3932,18773.16,102905.582
20250929,301275.SZ,54.23,54.36,53.24,53.87,54.50,-0.63,-1.156,14092.98,75799.797
20250930,301275.SZ,55.18,56.21,55.00,55.00,53.87,1.13,2.0976,22397.6,124362.746
20251009,301275.SZ,55.01,55.52,54.88,55.33,55.00,0.33,0.6,16415.22,90543.125
20251010,301275.SZ,55.06,55.33,54.54,54.86,55.33,-0.47,-0.8494,13671.74,75023.17
20251013,301275.SZ,53.00,53.76,51.75,52.96,54.86,-1.9,-3.4634,19977.35,105343.024
20251014,301275.SZ,53.30,53.95,52.69,53.23,52.96,0.27,0.5098,18271.37,97295.3
20251015,301275.SZ,53.05,53.86,52.54,53.44,53.23,0.21,0.3945,10851.81,57690.517
20251016,301275.SZ,53.44,54.85,53.01,54.13,53.44,0.69,1.2912,16768.84,90657.707
20251017,301275.SZ,53.80,54.51,53.35,53.68,54.13,-0.45,-0.8313,15517.55,83579.464
20251020,301275.SZ,54.27,54.60,53.25,54.15,53.68,0.47,0.8756,17025.63,92194.181
20251021,301275.SZ,54.14,54.54,53.83,54.33,54.15,0.18,0.3324,17158.22,92932.899
20251022,301275.SZ,54.36,54.49,53.82,54.33,54.33,0.0,0.0,13597.35,73731.916
20251023,301275.SZ,54.32,54.45,53.85,54.36,54.33,0.03,0.0552,13047.55,70654.708
20251024,301275.SZ,54.36,54.99,54.11,54.50,54.36,0.14,0.2575,15015.73,82031.936
20251027,301275.SZ,54.60,54.84,53.50,53.73,54.50,-0.77,-1.4128,20935.79,113102.069
20251028,301275.SZ,53.52,54.20,53.47,53.61,53.73,-0.12,-0.2233,15733.91,84600.117
20251029,301275.SZ,53.05,54.23,52.78,53.81,53.61,0.2,0.3731,15784.46,84414.535
20251030,301275.SZ,54.54,54.54,52.95,52.95,53.81,-0.86,-1.5982,14428.0,77438.467
20251031,301275.SZ,53.10,53.36,52.75,53.25,52.95,0.3,0.5666,9779.0,51942.163
20251103,301275.SZ,53.30,53.36,52.62,52.85,53.25,-0.4,-0.7512,9725.99,51363.125
20251104,301275.SZ,52.83,53.19,52.56,52.68,52.85,-0.17,-0.3217,8307.85,43912.548
20251105,301275.SZ,52.34,53.02,52.33,52.94,52.68,0.26,0.4935,6981.1,36884.782
20251106,301275.SZ,52.94,53.69,52.62,53.17,52.94,0.23,0.4345,14002.77,74480.491
20251107,301275.SZ,53.03,53.30,52.66,52.78,53.17,-0.39,-0.7335,8483.72,44906.113
20251110,301275.SZ,52.70,53.06,52.65,52.88,52.78,0.1,0.1895,5689.0,30048.31
20251111,301275.SZ,52.94,53.08,52.53,52.69,52.88,-0.19,-0.3593,7068.0,37268.318
20251112,301275.SZ,52.79,52.79,52.35,52.41,52.69,-0.28,-0.5314,5502.14,28880.422
20251113,301275.SZ,52.33,53.59,52.29,53.25,52.41,0.84,1.6027,16642.6,88244.819
20251114,301275.SZ,52.89,53.98,52.80,53.59,53.25,0.34,0.6385,18620.12,99756.473
20251117,301275.SZ,53.58,53.95,53.15,53.60,53.59,0.01,0.0187,12365.22,66192.731
20251118,301275.SZ,53.60,53.79,53.20,53.50,53.60,-0.1,-0.1866,7433.13,39778.841
20251119,301275.SZ,53.40,53.96,53.02,53.34,53.50,-0.16,-0.2991,8255.22,44068.129
20251120,301275.SZ,53.50,54.15,53.15,53.34,53.34,0.0,0.0,14961.13,80349.988
20251121,301275.SZ,53.05,53.39,52.20,52.21,53.34,-1.13,-2.1185,12045.57,63516.663
20251124,301275.SZ,52.31,53.45,52.00,52.64,52.21,0.43,0.8236,11065.12,58486.856
20251125,301275.SZ,52.74,53.78,52.50,53.27,52.64,0.63,1.1968,18682.17,99117.938
20251126,301275.SZ,53.20,53.93,53.00,53.66,53.27,0.39,0.7321,19312.0,103419.45
20251127,301275.SZ,53.50,53.99,53.50,53.76,53.66,0.1,0.1864,10229.09,55022.201
20251128,301275.SZ,53.77,54.54,53.30,53.91,53.76,0.15,0.279,15852.9,85547.652
20251201,301275.SZ,54.50,54.68,53.92,54.11,53.91,0.2,0.371,19170.42,103997.209
20251202,301275.SZ,53.95,54.03,53.12,53.27,54.11,-0.84,-1.5524,12032.83,64270.117
20251203,301275.SZ,52.90,53.24,52.52,52.66,53.27,-0.61,-1.1451,7674.23,40517.698
20251204,301275.SZ,52.65,52.98,52.24,52.39,52.66,-0.27,-0.5127,9614.53,50514.817
20251205,301275.SZ,52.39,53.80,52.24,53.50,52.39,1.11,2.1187,16903.57,90055.155
20251208,301275.SZ,53.85,53.85,53.29,53.59,53.50,0.09,0.1682,13788.09,73778.422
20251209,301275.SZ,53.68,53.86,53.32,53.52,53.59,-0.07,-0.1306,12144.76,65065.453
20251210,301275.SZ,53.21,55.00,53.13,54.62,53.52,1.1,2.0553,24985.14,136261.405
20251211,301275.SZ,54.77,54.85,54.11,54.14,54.62,-0.48,-0.8788,10369.52,56533.304
20251212,301275.SZ,54.10,54.63,53.65,54.14,54.14,0.0,0.0,19862.61,107520.876
20251215,301275.SZ,54.11,54.11,52.50,52.81,54.14,-1.33,-2.4566,15316.47,81188.476
20251216,301275.SZ,52.78,53.19,52.29,52.66,52.81,-0.15,-0.284,10283.23,54063.664
20251217,301275.SZ,52.66,52.78,51.65,52.51,52.66,-0.15,-0.2848,11204.63,58542.757
20251218,301275.SZ,52.36,53.70,52.01,53.13,52.51,0.62,1.1807,15849.15,84216.257
20251219,301275.SZ,53.00,53.48,52.94,52.98,53.13,-0.15,-0.2823,12448.93,66226.639
20251222,301275.SZ,52.97,53.43,52.70,53.02,52.98,0.04,0.0755,8937.83,47434.669
20251223,301275.SZ,52.89,53.36,52.81,52.83,53.02,-0.19,-0.3584,8473.02,44938.7
20251224,301275.SZ,53.00,53.17,52.43,53.07,52.83,0.24,0.4543,10941.57,57835.285
20251225,301275.SZ,52.86,53.80,52.86,53.29,53.07,0.22,0.4145,13047.92,69656.779
20251226,301275.SZ,53.30,53.43,52.80,52.90,53.29,-0.39,-0.7318,10589.77,56175.357
20251229,301275.SZ,52.71,53.65,52.60,53.13,52.90,0.23,0.4348,15515.53,82605.084
20251230,301275.SZ,53.01,53.56,52.88,53.50,53.13,0.37,0.6964,13096.36,69861.334
20251231,301275.SZ,53.75,53.79,53.15,53.42,53.50,-0.08,-0.1495,9206.18,49233.712
20260105,301275.SZ,53.48,53.90,53.30,53.88,53.42,0.46,0.8611,15707.32,84254.168
20260106,301275.SZ,54.28,55.85,53.84,54.97,53.88,1.09,2.023,25331.66,138589.742
20260107,301275.SZ,54.89,55.23,54.32,55.05,54.97,0.08,0.1455,20823.94,114138.464
20260108,301275.SZ,54.68,54.99,54.09,54.25,55.05,-0.8,-1.4532,15199.65,82909.528
20260109,301275.SZ,54.44,59.39,54.04,58.56,54.25,4.31,7.9447,68848.41,393716.856
20260112,301275.SZ,59.86,61.88,56.81,60.76,58.56,2.2,3.7568,75378.66,442802.559
20260113,301275.SZ,63.79,64.88,59.70,59.71,60.76,-1.05,-1.7281,70184.26,440453.056
20260114,301275.SZ,59.00,71.65,58.95,71.65,59.71,11.94,19.9967,122889.07,826338.543
20260115,301275.SZ,74.01,83.68,72.00,78.99,71.65,7.34,10.2442,132593.43,1007402.105
20260116,301275.SZ,74.80,77.98,68.05,76.00,78.99,-2.99,-3.7853,103893.21,764185.675
20260119,301275.SZ,75.00,75.30,68.72,68.85,76.00,-7.15,-9.4079,80301.0,573022.604
20260120,301275.SZ,68.70,70.50,65.90,66.90,68.85,-1.95,-2.8322,57824.81,394299.357
20260121,301275.SZ,65.68,68.48,65.10,66.72,66.90,-0.18,-0.2691,41043.22,274386.322
20260122,301275.SZ,66.87,67.70,62.58,63.05,66.72,-3.67,-5.5006,69763.1,446725.523
20260123,301275.SZ,63.58,66.60,62.92,65.54,63.05,2.49,3.9492,62850.88,406385.784
20260126,301275.SZ,65.30,65.88,61.57,62.75,65.54,-2.79,-4.2569,45827.2,288161.775
20260127,301275.SZ,62.29,62.79,60.70,62.20,62.75,-0.55,-0.8765,32480.72,200543.551
20260128,301275.SZ,62.63,63.10,60.38,60.40,62.20,-1.8,-2.8939,33555.67,206173.338
20260129,301275.SZ,60.50,63.50,59.80,60.90,60.40,0.5,0.8278,45896.75,284305.461
20260130,301275.SZ,60.67,60.97,58.90,59.67,60.90,-1.23,-2.0197,34537.83,205808.871
20260202,301275.SZ,59.23,59.66,57.86,57.97,59.67,-1.7,-2.849,28777.94,168631.903
20260203,301275.SZ,58.26,60.90,58.26,59.51,57.97,1.54,2.6565,42468.82,254271.759
20260204,301275.SZ,59.51,59.61,57.91,58.62,59.51,-0.89,-1.4955,26091.96,152822.098
20260205,301275.SZ,58.25,59.22,57.70,58.70,58.62,0.08,0.1365,20730.9,121308.191
20260206,301275.SZ,58.28,59.20,57.85,58.70,58.70,0.0,0.0,18335.59,107512.914
20260209,301275.SZ,59.40,60.38,58.71,60.16,58.70,1.46,2.4872,26111.49,155932.116
20260210,301275.SZ,60.00,60.40,59.55,59.65,60.16,-0.51,-0.8477,15976.5,95635.311
20260211,301275.SZ,59.57,59.65,58.72,58.79,59.65,-0.86,-1.4417,14437.89,85204.899
20260212,301275.SZ,58.71,59.16,58.20,58.20,58.79,-0.59,-1.0036,13041.05,76287.469
20260213,301275.SZ,58.01,58.71,57.60,57.68,58.20,-0.52,-0.8935,12862.34,74866.983
20260224,301275.SZ,58.20,58.30,55.80,56.34,57.68,-1.34,-2.3232,28300.99,159757.583
20260225,301275.SZ,56.69,57.11,56.28,56.85,56.34,0.51,0.9052,15644.18,88747.119
20260226,301275.SZ,56.86,56.87,55.16,55.27,56.85,-1.58,-2.7792,32007.91,178238.538
20260227,301275.SZ,55.05,55.28,54.60,54.71,55.27,-0.56,-1.0132,33412.71,183322.197
20260302,301275.SZ,54.06,54.37,52.79,52.95,54.71,-1.76,-3.217,24934.0,132981.599
20260303,301275.SZ,53.18,53.80,51.18,51.50,52.95,-1.45,-2.7384,26871.32,140583.231
20260304,301275.SZ,50.92,51.93,50.88,51.20,51.50,-0.3,-0.5825,14928.21,76775.581
20260305,301275.SZ,51.86,51.98,50.26,50.48,51.20,-0.72,-1.4063,18424.0,94094.263
20260306,301275.SZ,50.27,51.29,50.15,50.89,50.48,0.41,0.8122,14200.2,72195.995
20260309,301275.SZ,50.28,50.28,48.60,49.92,50.89,-0.97,-1.9061,19444.02,96004.816
20260310,301275.SZ,50.25,51.45,50.25,51.18,49.92,1.26,2.524,20224.7,103070.948
20260311,301275.SZ,50.40,50.40,48.50,48.63,51.18,-2.55,-4.9824,68324.48,333970.596
20260312,301275.SZ,48.48,48.70,47.61,48.06,48.63,-0.57,-1.1721,50881.22,244323.786
20260313,301275.SZ,47.88,48.20,47.66,47.70,48.06,-0.36,-0.7491,40628.1,194450.309
20260316,301275.SZ,47.70,47.74,45.75,45.95,47.70,-1.75,-3.6688,50865.6,235583.626
20260317,301275.SZ,46.02,46.45,45.52,45.72,45.95,-0.23,-0.5005,37447.14,171890.845
20260318,301275.SZ,45.90,46.00,44.17,44.40,45.72,-1.32,-2.8871,56233.63,251199.085
20260319,301275.SZ,43.75,43.80,41.78,41.94,44.40,-2.46,-5.5405,70899.77,302004.115
20260320,301275.SZ,42.02,42.10,39.57,39.65,41.94,-2.29,-5.4602,75644.01,306861.381
20260323,301275.SZ,38.46,40.38,38.40,39.15,39.65,-0.5,-1.261,83303.41,329116.503
20260324,301275.SZ,39.99,40.54,38.92,40.40,39.15,1.25,3.1928,69838.12,277865.163
20260325,301275.SZ,40.39,40.90,40.06,40.40,40.40,0.0,0.0,75076.71,303933.149
20260326,301275.SZ,40.30,40.30,38.25,38.40,40.40,-2.0,-4.9505,60002.23,234938.304
20260327,301275.SZ,37.93,41.50,37.77,40.30,38.40,1.9,4.9479,87535.24,347607.377
20260330,301275.SZ,39.80,40.50,38.98,40.36,40.30,0.06,0.1489,53911.96,214240.575
20260331,301275.SZ,40.27,41.10,39.90,40.00,40.36,-0.36,-0.892,48298.63,195401.168
20260401,301275.SZ,40.48,40.75,39.96,40.14,40.00,0.14,0.35,36766.0,148028.533
20260402,301275.SZ,40.14,40.68,39.58,40.17,40.14,0.03,0.0747,45990.57,184627.909
20260403,301275.SZ,40.20,40.43,39.84,40.00,40.17,-0.17,-0.4232,35573.16,142563.662
20260407,301275.SZ,39.95,41.20,39.86,40.15,40.00,0.15,0.375,34404.77,138937.683
20260408,301275.SZ,39.39,41.95,39.12,41.81,40.15,1.66,4.1345,93746.9,382991.916
20260409,301275.SZ,41.30,42.18,41.09,42.00,41.81,0.19,0.4544,57901.46,240855.385
20260410,301275.SZ,42.00,42.80,41.25,41.32,42.00,-0.68,-1.619,66381.88,278758.528
20260413,301275.SZ,40.86,41.00,40.20,40.63,41.32,-0.69,-1.6699,46714.69,189389.969
20260414,301275.SZ,40.99,41.15,40.39,40.99,40.63,0.36,0.886,36428.59,148456.373
20260415,301275.SZ,41.21,41.23,40.60,41.10,40.99,0.11,0.2684,34338.99,140435.597
20260416,301275.SZ,41.00,42.47,40.90,41.85,41.10,0.75,1.8248,52567.58,219092.973
20260417,301275.SZ,42.00,42.00,41.28,41.65,41.85,-0.2,-0.4779,37471.0,155821.626
20260420,301275.SZ,41.66,42.76,41.51,42.50,41.65,0.85,2.0408,47911.05,202147.391
20260421,301275.SZ,42.50,42.60,41.39,42.15,42.50,-0.35,-0.8235,44869.8,187704.63
20260422,301275.SZ,42.01,42.30,41.40,41.69,42.15,-0.46,-1.0913,33643.85,140293.722
20260423,301275.SZ,41.73,42.28,41.02,41.04,41.69,-0.65,-1.5591,38161.0,158371.503
20260424,301275.SZ,41.00,41.00,39.95,39.95,41.04,-1.09,-2.6559,38096.2,153882.62
20260427,301275.SZ,39.80,41.60,39.70,41.38,39.95,1.43,3.5795,53406.21,218933.53
20260428,301275.SZ,44.47,46.76,43.51,43.75,41.38,2.37,5.7274,173124.26,778697.384
20260429,301275.SZ,43.61,45.30,42.48,44.62,43.75,0.87,1.9886,121631.44,534274.447
20260430,301275.SZ,44.29,45.85,43.86,45.03,44.62,0.41,0.9189,95519.46,427417.09
20260506,301275.SZ,45.30,46.35,44.81,45.18,45.03,0.15,0.3331,108125.53,490435.201
20260507,301275.SZ,45.20,45.88,44.87,45.33,45.18,0.15,0.332,88054.52,398450.117
20260508,301275.SZ,45.51,46.20,45.18,45.67,45.33,0.34,0.7501,101157.49,462789.61
20260511,301275.SZ,46.00,46.50,44.82,46.19,45.67,0.52,1.1386,123306.09,559753.82
20260512,301275.SZ,46.00,48.38,45.50,47.47,46.19,1.28,2.7712,172493.9,812137.793
20260513,301275.SZ,47.03,47.03,45.83,46.53,47.47,-0.94,-1.9802,105393.13,489299.992
20260514,301275.SZ,46.55,46.70,44.70,44.73,46.53,-1.8,-3.8685,92724.95,419996.544
20260515,301275.SZ,44.70,45.45,44.16,44.22,44.73,-0.51,-1.1402,68496.93,306353.152
20260518,301275.SZ,43.88,46.48,43.88,46.32,44.22,2.1,4.749,97888.91,444566.699
20260519,301275.SZ,46.80,49.50,46.66,49.02,46.32,2.7,5.829,180766.11,869854.661
20260520,301275.SZ,48.19,49.39,47.90,48.35,49.02,-0.67,-1.3668,119263.38,580675.887
20260521,301275.SZ,48.64,49.90,47.48,47.52,48.35,-0.83,-1.7166,119893.65,585513.302
20260522,301275.SZ,47.86,48.08,45.79,46.66,47.52,-0.86,-1.8098,98471.38,459694.047
20260525,301275.SZ,46.58,47.58,45.82,47.09,46.66,0.43,0.9216,97258.66,453658.014
20260526,301275.SZ,46.25,46.99,45.03,45.73,47.09,-1.36,-2.8881,103836.31,476522.682
20260527,301275.SZ,45.65,45.85,42.95,43.03,45.73,-2.7,-5.9042,88160.76,388573.596
20260528,301275.SZ,43.02,44.70,42.70,44.27,43.03,1.24,2.8817,68793.13,301900.608
20260529,301275.SZ,44.55,46.92,44.33,44.70,44.17,0.53,1.1999,91643.0,415435.852
20260601,301275.SZ,44.71,45.90,44.68,45.32,44.70,0.62,1.387,77115.8,350647.027
20260602,301275.SZ,45.05,45.49,43.80,44.66,45.32,-0.66,-1.4563,79575.86,354161.687
20260603,301275.SZ,44.27,44.99,43.55,43.81,44.66,-0.85,-1.9033,59831.8,264415.919
20260604,301275.SZ,43.39,43.56,42.46,42.72,43.81,-1.09,-2.488,54601.78,234612.718
20260605,301275.SZ,42.60,43.67,41.81,42.96,42.72,0.24,0.5618,56036.02,239006.369
20260608,301275.SZ,41.33,43.28,40.94,41.98,42.96,-0.98,-2.2812,59045.78,247669.058
20260609,301275.SZ,42.17,42.46,41.11,41.62,41.98,-0.36,-0.8576,47194.86,197273.32248
20260610,301275.SZ,41.22,41.50,39.46,39.64,41.62,-1.98,-4.7573,65365.65,262582.66828
20260611,301275.SZ,39.20,40.32,38.91,39.49,39.64,-0.15,-0.3784,43557.77,171998.27249
20260612,301275.SZ,39.70,46.77,39.63,46.77,39.49,7.28,18.435,175399.8,765301.09619
20260615,301275.SZ,46.00,46.08,43.71,45.29,46.77,-1.48,-3.1644,144080.82,646222.05237
20260616,301275.SZ,44.84,45.68,44.41,44.90,45.29,-0.39,-0.8611,89537.04,403237.20663
20260617,301275.SZ,44.91,45.98,44.15,45.90,44.90,1.0,2.2272,122580.73,554911.33571
20260618,301275.SZ,45.91,45.92,44.58,44.80,45.90,-1.1,-2.3965,77366.17,348608.56822
20260622,301275.SZ,44.70,46.09,43.95,45.81,44.80,1.01,2.2545,86530.04,391156.33806
20260623,301275.SZ,45.36,47.09,44.72,45.41,45.81,-0.4,-0.8732,93103.13,428015.6064
20260624,301275.SZ,45.40,45.78,43.27,44.19,45.41,-1.22,-2.6866,73523.95,323967.85211
20260625,301275.SZ,43.71,44.74,42.60,42.72,44.19,-1.47,-3.3265,70385.01,305455.0985
20260626,301275.SZ,42.41,43.74,41.68,43.06,42.72,0.34,0.7959,65854.59,283142.12557
20260629,301275.SZ,42.51,43.59,40.45,42.71,43.06,-0.35,-0.8128,73058.64,305859.98079
20260630,301275.SZ,42.55,44.98,42.30,44.90,42.71,2.19,5.1276,90808.43,401421.94974
20260701,301275.SZ,44.46,45.70,44.40,45.47,44.90,0.57,1.2695,75829.64,342652.57009
20260702,301275.SZ,45.02,46.05,44.45,44.63,45.47,-0.84,-1.8474,73142.46,331684.76546
20260703,301275.SZ,44.80,45.30,43.95,44.62,44.63,-0.01,-0.0224,59456.98,266117.53544
